Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
699,19961,species,Black-winged Flycatcher-shrike,Hemipus hirundinaceus,2,Poring Hot Springs,MY-12,14 Mar 2025,L1093106,S218379540,,1
700,29422,species,Bornean Whistling-Thrush,Myophonus borneensis,2,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
701,29340,species,Eyebrowed Jungle Flycatcher,Vauriella gularis,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
702,26734,species,Sunda Laughingthrush,Garrulax palliatus,4,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
703,26002,species,Bare-headed Laughingthrush,Melanocichla calva,3,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
704,18752,species,Sunda Cuckooshrike,Coracina larvata,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
705,13251,species,Whitehead's Broadbill,Calyptomena whiteheadi,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
706,2131,species,Little Cuckoo-Dove,Macropygia ruficeps,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,14 Mar 2025,L923936,S218353044,,1
707,29540,species,Little Pied Flycatcher,Ficedula westermanni,2,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
708,29446,species,Bornean Forktail,Enicurus borneensis,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
709,29083,species,Indigo Flycatcher,Eumyias indigo,2,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
710,29069,species,Blue-and-white Flycatcher,Cyanoptila cyanomelana,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
711,26786,species,Chestnut-hooded Laughingthrush,Pterorhinus treacheri,2,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
712,26262,species,Temminck's Babbler,Pellorneum pyrrogenys,3,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
713,25611,species,Black-capped White-eye,Zosterops atricapilla,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
714,24998,species,Mountain Leaf Warbler,Phylloscopus trivirgatus,4,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
715,24462,species,Penan Bulbul,Alophoixus ruficrissus,3,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
716,19510,species,Bornean Whistler,Pachycephala hypoxantha,3,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
717,11516,species,Maroon Woodpecker,Blythipicus rubiginosus,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
718,9486,species,Whitehead's Trogon,Harpactes whiteheadi,4,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
719,2826,species,Mountain Imperial-Pigeon,Ducula badia,1,Kinabalu Park--HQ area (between entrance and Timpohon Gate),MY-12,13 Mar 2025,L923936,S218180729,,1
720,30540,species,Temminck's Sunbird,Aethopyga temminckii,1,LY Lodge & Ayana Holiday Resort,MY-12,12 Mar 2025,L34883710,S218009242,,1
721,25519,species,Chestnut-crested Yuhina,Staphida everetti,2,LY Lodge & Ayana Holiday Resort,MY-12,12 Mar 2025,L34883710,S218009242,,1
722,24956,species,Yellow-breasted Warbler,Phylloscopus montis,1,LY Lodge & Ayana Holiday Resort,MY-12,12 Mar 2025,L34883710,S218009242,,1
723,21455,species,Bornean Treepie,Dendrocitta cinerascens,1,LY Lodge & Ayana Holiday Resort,MY-12,12 Mar 2025,L34883710,S218009242,,1
724,21069,species,Long-tailed Shrike,Lanius schach,1,Kuching Riverfront,MY-13,11 Mar 2025,L3008102,S218019266,,1
725,23182,species,Rufous-tailed Tailorbird,Orthotomus sericeus,1,Bako NP,MY-13,09 Mar 2025,L1248549,S217396783,,1
726,5947,species,Malaysian Plover,Anarhynchus peronii,2,Bako NP,MY-13,09 Mar 2025,L1248549,S217396783,,1
727,3183,species,Black-bellied Malkoha,Phaenicophaeus diardi,1,Bako NP,MY-13,09 Mar 2025,L1248549,S217364129,,1
728,26268,species,White-chested Babbler,Pellorneum rostratum,2,Bako NP,MY-13,09 Mar 2025,L1248549,S217346579,,1
729,25923,species,Bold-striped Tit-Babbler,Mixornis bornensis,1,Bako NP,MY-13,08 Mar 2025,L1248549,S217161743,,1
730,23168,species,Ashy Tailorbird,Orthotomus ruficeps,1,Bako NP,MY-13,08 Mar 2025,L1248549,S217161743,,1
731,6012,species,Eurasian Whimbrel,Numenius phaeopus,1,Bako NP,MY-13,08 Mar 2025,L1248549,S217161743,,1
732,19738,species,White-breasted Woodswallow,Artamus leucorynchus,1,Kuching--Taman Perpaduan/Reservoir Park,MY-13,08 Mar 2025,L2109254,S217121659,,1
733,18835,species,Pied Triller,Lalage nigra,1,Kuching--Taman Perpaduan/Reservoir Park,MY-13,08 Mar 2025,L2109254,S217121659,,1
734,18638,species,Ashy Minivet,Pericrocotus divaricatus,1,Krabi provincial town--Maritime Park & Spa Resort,TH-81,03 Mar 2025,L5554612,S216371891,,1
735,8159,species,Japanese Sparrowhawk,Tachyspiza gularis,1,Krabi provincial town--Maritime Park & Spa Resort,TH-81,03 Mar 2025,L5554612,S216371891,,1
736,3409,species,Square-tailed Drongo-Cuckoo,Surniculus lugubris,1,Krabi provincial town--Maritime Park & Spa Resort,TH-81,03 Mar 2025,L5554612,S216371891,,1
737,11651,species,Streak-breasted Woodpecker,Picus viridanus,1,Krabi provincial town--mangrove boardwalk,TH-81,02 Mar 2025,L921146,S216158124,,1
738,7516,species,Hadada Ibis,Bostrychia hagedash,1,Perdana Botanical Garden,MY-14,18 Feb 2025,L6223181,S214204844,P,1
739,30039,species,Plain Flowerpecker,Dicaeum minullum,2,Kuala Tahan--(east of river),MY-06,15 Feb 2025,L1122484,S213389815,,1
740,29935,species,Yellow-breasted Flowerpecker,Prionochilus maculatus,1,Kuala Tahan--(east of river),MY-06,15 Feb 2025,L1122484,S213389815,,1
741,26319,species,Abbott's Babbler,Malacocincla abbotti,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
742,26271,species,Ferruginous Babbler,Pellorneum bicolor,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
743,26166,species,Moustached Babbler,Malacopteron magnirostre,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
744,26095,species,Black-throated Babbler,Stachyris nigricollis,2,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
745,24662,species,Cream-vented Bulbul,Pycnonotus simplex,3,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
746,24629,species,Spectacled Bulbul,Rubigula erythropthalmos,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
747,9818,species,Blue-throated Bee-eater,Merops viridis,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
748,3173,species,Chestnut-breasted Malkoha,Phaenicophaeus curvirostris,1,Taman Negara NP--Tahan Trail to Lubuk Simpon,MY-06,15 Feb 2025,L6436280,S213360865,,1
749,30663,species,Lesser Green Leafbird,Chloropsis cyanopogon,2,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
750,30626,species,Yellow-eared Spiderhunter,Arachnothera chrysogenys,1,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
751,26163,species,Rufous-crowned Babbler,Malacopteron magnum,1,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
752,24678,species,Red-eyed Bulbul,Pycnonotus brunneus,2,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
753,19962,species,Rufous-winged Philentoma,Philentoma pyrhoptera,4,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
754,10685,species,Sooty Barbet,Caloramphus hayii,1,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
755,3161,species,Raffles's Malkoha,Rhinortha chlorophaea,2,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
756,1563,species,Malayan Crested Fireback,Lophura rufa,8,Taman Negara NP--Mutiara Resort to Canopy Walkway,MY-06,14 Feb 2025,L5766036,S213169330,,1
757,26902,species,Blue Nuthatch,Sitta azurea,1,Bukit Fraser--Telekom Loop,MY-06,12 Feb 2025,L2521949,S212940434,,1
758,24874,species,Eastern Crowned Warbler,Phylloscopus coronatus,1,Bukit Fraser--Telekom Loop,MY-06,12 Feb 2025,L2521949,S212940434,,1
759,18587,species,Gray-chinned Minivet,Pericrocotus solaris,3,Bukit Fraser--Telekom Loop,MY-06,12 Feb 2025,L2521949,S212940434,,1
760,11689,species,Greater Yellownape,Chrysophlegma flavinucha,3,Bukit Fraser--Telekom Loop,MY-06,12 Feb 2025,L2521949,S212940434,,1
761,10763,species,Gold-whiskered Barbet,Psilopogon chrysopogon,1,Bukit Fraser--Telekom Loop,MY-06,12 Feb 2025,L2521949,S212940434,,1
762,29105,species,Rufous-browed Flycatcher,Anthipes solitaris,1,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
763,24519,species,Cinereous Bulbul,Hemixos cinereus,1,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
764,24473,species,Ochraceous Bulbul,Alophoixus ochraceus,1,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
765,13260,species,Dusky Broadbill,Corydon sumatranus,2,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
766,13254,species,Long-tailed Broadbill,Psarisomus dalhousiae,2,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
767,10780,species,Black-browed Barbet,Psilopogon oorti,1,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
768,9767,species,Red-bearded Bee-eater,Nyctyornis amictus,1,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
769,9739,species,Wreathed Hornbill,Rhyticeros undulatus,2,Bukit Fraser--Telekom Loop,MY-06,11 Feb 2025,L2521949,S212849261,,1
770,29507,species,Mugimaki Flycatcher,Ficedula mugimaki,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
771,26338,species,Streaked Wren-Babbler,Gypsophila brevicaudata,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
772,25943,species,Golden Babbler,Cyanoderma chrysaeum,3,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
773,24946,species,Chestnut-crowned Warbler,Phylloscopus castaniceps,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
774,21944,species,Sultan Tit,Melanochlora sultanea,4,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
775,20474,species,Lesser Racket-tailed Drongo,Dicrurus remifer,3,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
776,18731,species,Malayan Cuckooshrike,Coracina larutensis,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
777,10720,species,Fire-tufted Barbet,Psilopogon pyrolophus,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
778,9686,species,White-crowned Hornbill,Berenicornis comatus,1,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
779,8006,species,Blyth's Hawk-Eagle,Nisaetus alboniger,2,Bukit Fraser--Jalan Lady Maxwell,MY-06,11 Feb 2025,L4688873,S212831629,,1
780,28356,species,Siberian Thrush,Geokichla sibirica,1,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
781,26783,species,Chestnut-capped Laughingthrush,Pterorhinus mitratus,4,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
782,26500,species,Long-tailed Sibia,Heterophasia picaoides,2,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
783,26415,species,Mountain Fulvetta,Alcippe peracensis,3,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
784,25131,species,Mountain Tailorbird,Phyllergates cucullatus,1,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
785,20278,species,White-throated Fantail,Rhipidura albicollis,1,Bukit Fraser--Mager Trail,MY-06,10 Feb 2025,L4706561,S212728602,,1
786,27878,species,Javan Myna,Acridotheres javanicus,1,Kampung Teluk Nolan,MY-08,09 Feb 2025,L40053559,S212530353,N,1
787,2484,species,Pink-necked Green-Pigeon,Treron vernans,2,Kampung Teluk Nolan,MY-08,08 Feb 2025,L40053559,S212393507,,1
788,27730,species,Asian Glossy Starling,Aplonis panayensis,20,Ipoh (general area),MY-08,07 Feb 2025,L13176610,S212387009,,1
789,24453,species,Yellow-bellied Bulbul,Alophoixus phaeocephalus,1,Penang NP (Taman Negara Pulau Pinang),MY-07,06 Feb 2025,L2027882,S212161429,,1
790,10044,species,Stork-billed Kingfisher,Pelargopsis capensis,1,Penang NP (Taman Negara Pulau Pinang),MY-07,06 Feb 2025,L2027882,S212161429,,1
791,30001,species,Orange-bellied Flowerpecker,Dicaeum trigonostigma,1,Penang Hill (Bukit Bendera)--general area,MY-07,05 Feb 2025,L2711083,S212050646,,1
792,3938,species,Plume-toed Swiftlet,Collocalia affinis,4,Penang Hill (Bukit Bendera)--general area,MY-07,05 Feb 2025,L2711083,S212050646,,1
793,21521,species,House Crow,Corvus splendens,1,George Town--Esplanade & Fort Cornwallis,MY-07,04 Feb 2025,L6370874,S211910662,N,1
794,19636,species,Black-naped Oriole,Oriolus chinensis,1,George Town--Esplanade & Fort Cornwallis,MY-07,04 Feb 2025,L6370874,S211910662,,1
795,2232,species,Zebra Dove,Geopelia striata,2,George Town--Esplanade & Fort Cornwallis,MY-07,04 Feb 2025,L6370874,S211910662,,1
796,24669,species,Olive-winged Bulbul,Pycnonotus plumosus,1,Mu Ko Phetra NP--headquarters vicinity,TH-91,31 Jan 2025,L2534254,S211302461,,1
797,2507,species,Thick-billed Green-Pigeon,Treron curvirostra,1,Mu Ko Phetra NP--headquarters vicinity,TH-91,31 Jan 2025,L2534254,S211302461,,1
798,9101,species,Spotted Owlet,Athene brama,1,Sukhothai NHS,TH-64,22 Jan 2025,L3341403,S210226745,,1
799,7906,species,Oriental Honey-buzzard,Pernis ptilorhynchus,1,Sukhothai NHS,TH-64,22 Jan 2025,L3341403,S210226745,,1
800,29470,species,White-tailed Robin,Myiomela leucura,1,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,18 Jan 2025,L17751702,S209683369,,1
801,26102,species,Gray-throated Babbler,Stachyris nigriceps,4,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,18 Jan 2025,L17751702,S209683369,,1
802,30528,species,Green-tailed Sunbird,Aethopyga nipalensis,4,Doi Inthanon NP--summit (Ang Ka),TH-50,17 Jan 2025,L1757576,S209574585,,1
803,29977,species,Yellow-bellied Flowerpecker,Pachyglossa melanozantha,1,Doi Inthanon NP--summit (Ang Ka),TH-50,17 Jan 2025,L1757576,S209574585,,1
804,24989,species,Davison's Leaf Warbler,Phylloscopus intensior,3,Doi Inthanon NP--summit (Ang Ka),TH-50,17 Jan 2025,L1757576,S209574585,,1
805,26547,species,Chestnut-tailed Minla,Actinodura strigula,2,Doi Inthanon NP--Kew Mae Pan,TH-50,17 Jan 2025,L1149974,S209570858,,1
806,26538,species,Blue-winged Minla,Actinodura cyanouroptera,1,Doi Inthanon NP--Kew Mae Pan,TH-50,17 Jan 2025,L1149974,S209570858,,1
807,26487,species,Silver-eared Laughingthrush,Trochalopteron melanostigma,1,Doi Inthanon NP--Kew Mae Pan,TH-50,17 Jan 2025,L1149974,S209570858,,1
808,24797,species,Ashy-throated Warbler,Phylloscopus maculipennis,2,Doi Inthanon NP--Kew Mae Pan,TH-50,17 Jan 2025,L1149974,S209570858,,1
809,29515,species,Snowy-browed Flycatcher,Ficedula hyperythra,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
810,29356,species,Himalayan Shortwing,Brachypteryx cruralis,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
811,29350,species,Lesser Shortwing,Brachypteryx leucophris,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
812,29101,species,White-gorgeted Flycatcher,Anthipes monileger,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
813,29055,species,Small Niltava,Niltava macgrigoriae,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
814,29049,species,Large Niltava,Niltava grandis,2,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
815,27058,species,Hume's Treecreeper,Certhia manipurensis,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
816,26411,species,Yunnan Fulvetta,Alcippe fratercula,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
817,25087,species,Slaty-bellied Tesia,Tesia olivea,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
818,23989,species,Pygmy Cupwing,Pnoepyga pusilla,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
819,19697,species,Maroon Oriole,Oriolus traillii,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
820,19017,species,White-browed Shrike-Babbler,Pteruthius aeralatus,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
821,11330,species,Stripe-breasted Woodpecker,Dendrocopos atratus,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
822,11111,species,White-browed Piculet,Sasia ochracea,1,Doi Inthanon NP--Mae Ouam (km 34.5),TH-50,17 Jan 2025,L971578,S209569733,,1
823,29605,species,White-capped Redstart,Phoenicurus leucocephalus,1,Doi Inthanon NP--Ban Khun Klang hydroelectric power plant & restaurant,TH-50,17 Jan 2025,L9858178,S209565464,,1
824,29600,species,Plumbeous Redstart,Phoenicurus fuliginosus,1,Doi Inthanon NP--Ban Khun Klang hydroelectric power plant & restaurant,TH-50,17 Jan 2025,L9858178,S209565464,,1
825,29458,species,Slaty-backed Forktail,Enicurus schistaceus,1,Doi Inthanon NP--Ban Khun Klang hydroelectric power plant & restaurant,TH-50,17 Jan 2025,L9858178,S209565464,,1
826,29134,species,Hill Blue Flycatcher,Cyornis whitei,1,Doi Inthanon NP--Ban Khun Klang hydroelectric power plant & restaurant,TH-50,17 Jan 2025,L9858178,S209565464,,1
827,25112,species,Yellow-bellied Warbler,Abroscopus superciliaris,1,Doi Inthanon NP--Ban Khun Klang hydroelectric power plant & restaurant,TH-50,17 Jan 2025,L9858178,S209565464,,1
828,24512,species,Ashy Bulbul,Hemixos flavala,2,Doi Inthanon NP--Dong Son campgrounds,TH-50,17 Jan 2025,L971623,S209564671,,1
829,25963,species,Rufous-fronted Babbler,Cyanoderma rufifrons,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
830,24820,species,Radde's Warbler,Phylloscopus schwarzi,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
831,23218,species,Hill Prinia,Prinia superciliaris,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
832,22193,species,Asian Tit,Parus cinereus,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
833,21339,species,Eurasian Jay,Garrulus glandarius,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
834,18605,species,Long-tailed Minivet,Pericrocotus ethologus,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209562716,,1
835,32840,species,Chestnut Bunting,Emberiza rutila,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
836,30686,species,Orange-bellied Leafbird,Chloropsis hardwickii,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
837,30522,species,Mrs. Gould's Sunbird,Aethopyga gouldiae,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
838,29508,species,Slaty-backed Flycatcher,Ficedula erithacus,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
839,28586,species,Eyebrowed Thrush,Turdus obscurus,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
840,26994,species,Chestnut-vented Nuthatch,Sitta nagaensis,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
841,26906,species,Velvet-fronted Nuthatch,Sitta frontalis,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
842,26514,species,Black-backed Sibia,Heterophasia melanoleuca,2,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
843,25618,species,Chestnut-flanked White-eye,Zosterops erythropleurus,5,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
844,24973,species,Blyth's Leaf Warbler,Phylloscopus reguloides,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
845,24805,species,Hume's Warbler,Phylloscopus humei,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
846,24696,species,Flavescent Bulbul,Pycnonotus flavescens,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
847,24533,species,Mountain Bulbul,Ixos mcclellandii,4,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
848,22225,species,Yellow-cheeked Tit,Machlolophus spilonotus,3,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
849,21084,species,Gray-backed Shrike,Lanius tephronotus,1,Doi Inthanon NP--Orchid Conservation Project,TH-50,17 Jan 2025,L22453584,S209577053,,1
850,30090,species,Fire-breasted Flowerpecker,Dicaeum ignipectus,2,"ชม. 4016, Chom Thong TH-Chiang Mai 18.56238, 98.52236",TH-50,17 Jan 2025,L39477531,S209553917,,1
851,29729,species,Gray Bushchat,Saxicola ferreus,1,"ชม. 4016, Chom Thong TH-Chiang Mai 18.56238, 98.52236",TH-50,17 Jan 2025,L39477531,S209553917,,1
852,26571,species,Silver-eared Mesia,Leiothrix argentauris,2,"ชม. 4016, Chom Thong TH-Chiang Mai 18.56238, 98.52236",TH-50,17 Jan 2025,L39477531,S209553917,,1
853,9768,species,Blue-bearded Bee-eater,Nyctyornis athertoni,1,"ชม. 4016, Chom Thong TH-Chiang Mai 18.56238, 98.52236",TH-50,17 Jan 2025,L39477531,S209553917,,1
854,29426,species,Blue Whistling-Thrush,Myophonus caeruleus,1,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,16 Jan 2025,L17751702,S209467843,,1
855,29388,species,Siberian Blue Robin,Larvivora cyane,1,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,16 Jan 2025,L17751702,S209467843,,1
856,29060,species,Rufous-bellied Niltava,Niltava sundara,1,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,16 Jan 2025,L17751702,S209467843,,1
857,26254,species,Buff-breasted Babbler,Pellorneum tickelli,1,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,16 Jan 2025,L17751702,S209467843,,1
858,23233,species,Gray-breasted Prinia,Prinia hodgsonii,5,Doi Inthanon NP--Rang Bon Doi Resort & hides,TH-50,16 Jan 2025,L17751702,S209467843,,1
859,27838,species,Siamese Pied Starling,Gracupica floweri,3,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
860,24209,species,Wire-tailed Swallow,Hirundo smithii,7,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
861,21062,species,Burmese Shrike,Lanius collurioides,1,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
862,18842,species,Black-winged Cuckooshrike,Lalage melaschistos,1,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
864,3269,species,Asian Koel,Eudynamys scolopaceus,1,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
865,2022,species,Oriental Turtle-Dove,Streptopelia orientalis,3,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,1
866,27833,species,Black-collared Starling,Gracupica nigricollis,2,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,12 Jan 2025,L10229682,S208969169,,1
867,19734,species,Ashy Woodswallow,Artamus fuscus,3,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,12 Jan 2025,L10229682,S208969169,,1
868,6128,species,Green Sandpiper,Tringa ochropus,1,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,12 Jan 2025,L10229682,S208969169,,1
869,5882,species,Gray-headed Lapwing,Vanellus cinereus,1,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,12 Jan 2025,L10229682,S208969169,,1
870,19685,species,Black-hooded Oriole,Oriolus xanthornus,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,12 Jan 2025,L1059220,S208943584,,1
871,10721,species,Great Barbet,Psilopogon virens,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,12 Jan 2025,L1059220,S208943584,,1
