Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
1,6866,species,Horned Grebe,Podiceps auritus,1,North Vancouver--Maplewood Flats Conservation Area,CA-BC,05 Apr 2026,L164543,S317612412,,1
2,26848,species,Golden-crowned Kinglet,Regulus satrapa,1,Skwelwil'em Squamish River Estuary -- Spit (west of Central Channel),CA-BC,23 Feb 2026,L6584622,S303339978,,1
3,6061,species,Long-billed Dowitcher,Limnodromus scolopaceus,17,Burnaby Lake--Piper Spit,CA-BC,24 Jan 2026,L843052,S296264702,,1
4,700,species,Lesser Scaup,Aythya affinis,20,Burnaby Lake--Piper Spit,CA-BC,24 Jan 2026,L843052,S296264702,,1
5,748,species,Barrow's Goldeneye,Bucephala islandica,2,Vancouver--Sunset Beach Park,CA-BC,02 Jan 2026,L28950917,S291975980,,1
6,28126,species,Eastern Bluebird,Sialia sialis,2,Newport Park,US-WI,21 Nov 2025,L38695834,S285506868,,1
7,33755,species,Altamira Oriole,Icterus gularis,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283582924,,1
8,33740,species,Orange Oriole,Icterus auratus,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283582924,,1
9,11183,species,Golden-fronted Woodpecker,Melanerpes aurifrons,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283582924,,1
10,34171,species,Yellow-throated Warbler,Setophaga dominica,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283489417,,1
11,5100,species,Cinnamon Hummingbird,Amazilia rutila,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283489417,,1
12,2389,species,White-winged Dove,Zenaida asiatica,1,Playa Puerto Morelos,MX-ROO,08 Nov 2025,L17012759,S283489417,,1
13,6775,species,Sandwich Tern,Thalasseus sandvicensis,2,The Fives Oceanfront - Puerto Morelos,MX-ROO,06 Nov 2025,L18036114,S283198766,,1
14,34079,species,Magnolia Warbler,Setophaga magnolia,1,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,06 Nov 2025,L2286958,S283137230,,1
15,34057,species,Hooded Warbler,Setophaga citrina,1,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,06 Nov 2025,L2286958,S283137230,,1
16,33953,species,Northern Waterthrush,Parkesia noveboracensis,1,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,06 Nov 2025,L2286958,S283137230,,1
17,19136,species,Lesser Greenlet,Pachysylvia decurtata,3,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,06 Nov 2025,L2286958,S283137230,,1
18,2325,species,White-tipped Dove,Leptotila verreauxi,1,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,06 Nov 2025,L2286958,S283137230,,1
19,33864,species,Great-tailed Grackle,Quiscalus mexicanus,1,Playa Puerto Morelos,MX-ROO,05 Nov 2025,L17012759,S283033882,,1
20,15002,species,White-throated Treerunner,Pygarrhichas albogularis,1,RN Cerro Castillo--Camino Neozelandés,CL-AI,30 Oct 2025,L7267924,S282085666,,1
21,14366,species,Black-throated Huet-huet,Pteroptochos tarnii,1,RN Cerro Castillo--Camino Neozelandés,CL-AI,30 Oct 2025,L7267924,S282085666,,1
22,11569,species,Magellanic Woodpecker,Campephilus magellanicus,1,RN Cerro Castillo--Camino Neozelandés,CL-AI,30 Oct 2025,L7267924,S282085666,,1
23,15431,species,Sharp-billed Canastero,Asthenes pyrrholeuca,1,Cerro Castillo--Camino al aeropuerto,CL-AI,29 Oct 2025,L27741407,S281950298,,1
24,11480,species,Striped Woodpecker,Veniliornis lignarius,1,PN Patagonia--Sendero Lagunas Altas,CL-AI,26 Oct 2025,L10956293,S281768926,,1
25,9053,species,Austral Pygmy-Owl,Glaucidium nana,1,PN Patagonia--Sendero Lagunas Altas,CL-AI,26 Oct 2025,L10956293,S281768926,,1
26,8458,species,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,1,PN Patagonia--Sendero Lagunas Altas,CL-AI,26 Oct 2025,L10956293,S281768926,,1
27,432,species,Flying Steamer-Duck,Tachyeres patachonicus,1,PN Patagonia--Sendero Lagunas Altas,CL-AI,26 Oct 2025,L10956293,S281768926,,1
28,13076,species,Austral Parakeet,Enicognathus ferrugineus,20,PN Patagonia--Sendero Lagunas Altas,CL-AI,25 Oct 2025,L10956293,S281768884,,1
29,17099,species,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,1,PN Patagonia--Humedal km 30,CL-AI,25 Oct 2025,L12429562,S281768804,,1
30,17102,species,White-browed Ground-Tyrant,Muscisaxicola albilora,1,PN Patagonia--Laguna Flamencos,CL-AI,25 Oct 2025,L6810901,S281768736,,1
31,17076,species,Spectacled Tyrant,Hymenops perspicillatus,6,PN Patagonia--Laguna Flamencos,CL-AI,25 Oct 2025,L6810901,S281768736,,1
32,15087,species,Buff-winged Cinclodes,Cinclodes fuscus,1,"PN Patagonia--Humedal km 3,3",CL-AI,25 Oct 2025,L12559921,S281230822,,1
33,5486,species,Red-gartered Coot,Fulica armillata,1,"PN Patagonia--Humedal km 3,3",CL-AI,25 Oct 2025,L12559921,S281230822,,1
34,6116,species,Magellanic Snipe,Gallinago magellanica,3,Río Ñirehuao--Laguna Ruta X-565,CL-AI,23 Oct 2025,L12894067,S281011766,,1
35,33600,species,Long-tailed Meadowlark,Leistes loyca,1,Intersección Ruta X-439 y Ruta X-439,CL-AI,23 Oct 2025,L13018785,S281011744,,1
36,5976,species,Least Seedsnipe,Thinocorus rumicivorus,2,Intersección Ruta X-439 y Ruta X-439,CL-AI,23 Oct 2025,L13018785,S281011744,,1
37,606,species,Yellow-billed Pintail,Anas georgica,5,Intersección Ruta X-439 y Ruta X-439,CL-AI,23 Oct 2025,L13018785,S281011744,,1
38,38,species,Lesser Rhea,Rhea pennata,5,Intersección Ruta X-439 y Ruta X-439,CL-AI,23 Oct 2025,L13018785,S281011744,,1
39,6806,species,Chilean Flamingo,Phoenicopterus chilensis,50,Coyhaique Alto,CL-AI,23 Oct 2025,L6354838,S281011692,,1
40,5805,species,Magellanic Oystercatcher,Haematopus leucopodus,1,Coyhaique Alto,CL-AI,23 Oct 2025,L6354838,S281011692,,1
41,401,species,Upland Goose,Chloephaga picta,30,Coyhaique Alto,CL-AI,23 Oct 2025,L6354838,S281011692,,1
42,16712,species,White-crested Elaenia,Elaenia albiceps,1,Puchegüín--Sendero a La Junta,CL-LL,22 Oct 2025,L41904049,S280856365,,1
43,14373,species,Chucao Tapaculo,Scelorchilus rubecula,1,Puchegüín--Sendero a La Junta,CL-LL,22 Oct 2025,L41904049,S280856365,,1
44,1977,species,Chilean Pigeon,Patagioenas araucana,1,Ensenada,CL-LL,21 Oct 2025,L11153127,S280706220,,1
45,409,species,Ashy-headed Goose,Chloephaga poliocephala,1,Candelaria,CL-LL,20 Oct 2025,L11075915,S280530527,,1
46,15887,species,Rufous-tailed Plantcutter,Phytotoma rara,1,Candelaria,CL-LL,20 Oct 2025,L11075915,S280528678,,1
47,16609,species,Tufted Tit-Tyrant,Anairetes parulus,1,Parque Tepuhueico,CL-LL,19 Oct 2025,L7032462,S281011801,,1
48,13079,species,Slender-billed Parakeet,Enicognathus leptorhynchus,100,Sendero Bosquepiedra,CL-LL,19 Oct 2025,L3968290,S280376398,,1
49,7446,species,Imperial Cormorant,Leucocarbo atriceps,40,Punta Pirulil--Sendero al Muelle de las Almas,CL-LL,19 Oct 2025,L22303816,S280375882,,1
50,35354,species,Diuca Finch,Diuca diuca,2,Chonchi,CL-LL,19 Oct 2025,L5238657,S280326855,,1
51,32658,species,Black-chinned Siskin,Spinus barbatus,1,Putemún--Humedal,CL-LL,18 Oct 2025,L6180200,S280175704,,1
52,27304,species,Grass Wren,Cistothorus platensis,1,Putemún--Humedal,CL-LL,18 Oct 2025,L6180200,S280175704,,1
53,6048,species,Hudsonian Godwit,Limosa haemastica,40,Aucar,CL-LL,18 Oct 2025,L774640,S280116342,,1
54,4428,species,Green-backed Firecrown,Sephanoides sephaniodes,1,Aucar,CL-LL,18 Oct 2025,L774640,S280116342,,1
55,7436,species,Magellanic Cormorant,Leucocarbo magellanicus,2,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
56,7388,species,Red-legged Cormorant,Poikilocarbo gaimardi,5,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
57,6959,species,Magellanic Penguin,Spheniscus magellanicus,1,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
58,6957,species,Humboldt Penguin,Spheniscus humboldti,2,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
59,5804,species,Blackish Oystercatcher,Haematopus ater,2,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
60,433,species,Flightless Steamer-Duck,Tachyeres pteneres,4,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
61,406,species,Kelp Goose,Chloephaga hybrida,2,MN Islotes de Puñihuil,CL-LL,17 Oct 2025,L571412,S279934352,,1
62,15116,species,Dark-bellied Cinclodes,Cinclodes patagonicus,1,Puerto Varas--Muelle,CL-LL,16 Oct 2025,L10495783,S279771119,,1
63,35352,species,Patagonian Sierra Finch,Phrygilus patagonicus,1,Petrohué,CL-LL,15 Oct 2025,L774720,S279595925,,1
64,17116,species,Fire-eyed Diucon,Pyrope pyrope,1,Petrohué,CL-LL,15 Oct 2025,L774720,S279595925,,1
65,17046,species,Austral Negrito,Lessonia rufa,2,Petrohué,CL-LL,15 Oct 2025,L774720,S279595925,,1
66,15308,species,Thorn-tailed Rayadito,Aphrastura spinicauda,3,Petrohué,CL-LL,15 Oct 2025,L774720,S279595925,,1
67,7487,species,Black-faced Ibis,Theristicus melanopis,8,Llanquihue--Humedal Baquedano,CL-LL,15 Oct 2025,L9860617,S279503689,,1
68,6471,species,Brown-hooded Gull,Chroicocephalus maculipennis,3,Llanquihue--Humedal Baquedano,CL-LL,15 Oct 2025,L9860617,S279503689,,1
69,33910,species,Austral Blackbird,Curaeus curaeus,2,Parquemet--Cerro San Cristóbal--Sector Cumbre,CL-RM,13 Oct 2025,L9990312,S279209251,,1
70,7799,species,Peruvian Pelican,Pelecanus thagus,60,Coquimbo--Puerto,CL-CO,12 Oct 2025,L985614,S278909917,,1
71,11970,species,Chimango Caracara,Daptrius chimango,1,Paihuano,CL-CO,10 Oct 2025,L4268547,S278357924,,1
72,28070,species,Chilean Mockingbird,Mimus thenca,2,Pisco Elqui,CL-CO,10 Oct 2025,L11012537,S278357998,,1
73,13081,species,Burrowing Parakeet,Cyanoliseus patagonus,4,Vicuña,CL-CO,10 Oct 2025,L6770692,S278417207,,1
74,28692,species,Austral Thrush,Turdus falcklandii,3,Parque Jardín del Corazón (Kokoro No Niwa),CL-CO,08 Oct 2025,L3122565,S278041689,,1
75,24068,species,Chilean Swallow,Tachycineta leucopyga,3,Parque Jardín del Corazón (Kokoro No Niwa),CL-CO,08 Oct 2025,L3122565,S278041689,,1
76,524,species,Chiloe Wigeon,Mareca sibilatrix,1,Parque Jardín del Corazón (Kokoro No Niwa),CL-CO,08 Oct 2025,L3122565,S278041689,,1
77,395,species,Coscoroba Swan,Coscoroba coscoroba,2,Parque Jardín del Corazón (Kokoro No Niwa),CL-CO,08 Oct 2025,L3122565,S278041689,,1
78,381,species,Black-necked Swan,Cygnus melancoryphus,1,Parque Jardín del Corazón (Kokoro No Niwa),CL-CO,08 Oct 2025,L3122565,S278041689,,1
79,44,species,Puna Tinamou,Tinamotis pentlandii,3,Laguna Cachi,BO-P,04 Oct 2025,L2763683,S279786266,,1
80,17047,species,Andean Negrito,Lessonia oreas,1,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279786216,,1
81,6818,species,James's Flamingo,Phoenicoparrus jamesi,,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279786216,,1
82,6817,species,Andean Flamingo,Phoenicoparrus andinus,,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279786216,,1
83,6217,species,Baird's Sandpiper,Calidris bairdii,,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279786216,,1
84,35467,species,Greenish Yellow-Finch,Sicalis olivascens,6,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279784827,,1
85,35343,species,Black-hooded Sierra Finch,Phrygilus atriceps,4,Laguna Cañapa,BO-P,04 Oct 2025,L2763689,S279784827,,1
86,5933,species,Collared Plover,Anarhynchus collaris,3,"San Buenaventura, La Paz",BO-L,28 Sep 2025,L24454485,S276158837,,1
87,17365,species,Lesser Kiskadee,Philohydor lictor,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068971,,1
88,7626,species,Whistling Heron,Syrigma sibilatrix,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068971,,1
89,7478,species,Bare-faced Ibis,Phimosus infuscatus,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068971,,1
90,33595,species,White-browed Meadowlark,Leistes superciliaris,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068770,,1
91,15000,species,Point-tailed Palmcreeper,Berlepschia rikeri,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068770,,1
92,5441,species,Gray-cowled Wood-Rail,Aramides cajaneus,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068770,,1
93,4194,species,Fork-tailed Palm Swift,Tachornis squamata,1,"Senda Verde Rewilding, San Buenaventura",BO-L,28 Sep 2025,L28375759,S276068770,,1
94,27436,species,Thrush-like Wren,Campylorhynchus turdinus,2,Sadiri Lodge,BO-L,28 Sep 2025,L3971196,S276068657,,1
95,10899,species,Chestnut-eared Aracari,Pteroglossus castanotis,1,Sadiri Lodge,BO-L,28 Sep 2025,L3971196,S276068657,,1
96,14560,species,Gray-throated Leaftosser,Sclerurus albigularis,2,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068432,,1
97,13812,species,Rusty-winged Antwren,Herpsilochmus frater,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068432,,1
98,4444,species,Rufous-crested Coquette,Lophornis delattrei,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068432,,1
99,35780,species,Yellow-shouldered Grosbeak,Parkerthraustes humeralis,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068539,,1
100,15259,species,Ochre-throated Foliage-gleaner,Automolus ochrolaemus,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068539,,1
101,7809,species,King Vulture,Sarcoramphus papa,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068539,,1
102,9034,species,Amazonian Pygmy-Owl,Glaucidium hardyi,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068301,,1
103,35216,species,Yellow-backed Tanager,Hemithraupis flavicollis,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
104,34584,species,Amazonian Grosbeak,Cyanoloxia rothschildii,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
105,34406,species,Red-billed Pied Tanager,Lamprospiza melanoleuca,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
106,21228,species,Violaceous Jay,Cyanocorax violaceus,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
107,17449,species,Sulphury Flycatcher,Tyrannopsis sulphurea,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
108,17440,species,Piratic Flycatcher,Legatus leucophaius,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
109,17438,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
110,15961,species,Black-crowned Tityra,Tityra inquisitor,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
111,15955,species,Bare-necked Fruitcrow,Gymnoderus foetidus,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
112,13954,species,White-browed Antbird,Myrmoborus leucophrys,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
113,13491,species,Barred Antshrike,Thamnophilus doliatus,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
114,13145,species,Military Macaw,Ara militaris,2,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
115,7871,species,Gray-headed Kite,Leptodon cayanensis,1,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
116,3911,species,Short-tailed Swift,Chaetura brachyura,7,Sadiri Lodge,BO-L,27 Sep 2025,L3971196,S276068206,,1
117,35203,species,Guira Tanager,Hemithraupis guira,2,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067587,,1
118,33069,species,Pectoral Sparrow,Arremon taciturnus,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067587,,1
119,16772,species,Yungas Tyrannulet,Phyllomyias weedeni,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067587,,1
120,14962,species,Inambari Woodcreeper,Lepidocolaptes fatimalimae,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067587,,1
121,13627,species,Plain Antvireo,Dysithamnus mentalis,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067587,,1
122,35145,species,Black-faced Dacnis,Dacnis lineata,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
123,35088,species,Bay-headed Tanager,Tangara gyrola,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
124,35021,species,Masked Tanager,Stilpnia nigrocincta,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
125,34066,species,Tropical Parula,Setophaga pitiayumi,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
126,33706,species,Epaulet Oriole,Icterus cayanensis,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
127,32064,species,Bronze-green Euphonia,Euphonia mesochrysa,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
128,32033,species,Thick-billed Euphonia,Euphonia laniirostris,2,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
129,16279,species,Cinnamon-faced Tyrannulet,Phylloscartes parkeri,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
130,16093,species,Sharpbill,Oxyruncus cristatus,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
131,16087,species,Pink-throated Becard,Pachyramphus minor,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
132,15136,species,Rufous-rumped Foliage-gleaner,Neophilydor erythrocercum,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
133,14803,species,Ocellated Woodcreeper,Xiphorhynchus ocellatus,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
134,14749,species,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
135,14723,species,Black-banded Woodcreeper,Dendrocolaptes picumnus,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
136,10810,species,Lemon-throated Barbet,Eubucco richardsoni,1,Sadiri Lodge,BO-L,26 Sep 2025,L3971196,S276067357,,1
137,35517,species,Lined Seedeater,Sporophila lineola,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
138,34949,species,Sayaca Tanager,Thraupis sayaca,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
139,28701,species,Creamy-bellied Thrush,Turdus amaurochalinus,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
140,17361,species,Cattle Tyrant,Machetornis rixosa,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
141,17335,species,Brown-crested Flycatcher,Myiarchus tyrannulus,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
142,15554,species,Yellow-chinned Spinetail,Certhiaxis cinnamomeus,2,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
143,15047,species,Rufous Hornero,Furnarius rufus,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
144,12986,species,Cobalt-rumped Parrotlet,Forpus xanthopterygius,3,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
145,11892,species,Green-barred Woodpecker,Colaptes melanochloros,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
146,7477,species,Green Ibis,Mesembrinibis cayennensis,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
147,5989,species,Wattled Jacana,Jacana jacana,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
148,5896,species,Southern Lapwing,Vanellus chilensis,2,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
149,3026,species,Smooth-billed Ani,Crotophaga ani,1,Rurrenabaque,BO-B,25 Sep 2025,L981500,S275478208,,1
150,16654,species,Forest Elaenia,Myiopagis gaimardii,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478195,,1
151,15969,species,Masked Tityra,Tityra semifasciata,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478195,,1
152,14477,species,Black-faced Antthrush,Formicarius analis,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478195,,1
153,11754,species,Lineated Woodpecker,Dryocopus lineatus,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478195,,1
154,12839,species,Cobalt-winged Parakeet,Brotogeris cyanoptera,20,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478142,,1
155,7306,species,Wood Stork,Mycteria americana,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478142,,1
156,3843,species,White-collared Swift,Streptoprocne zonaris,4,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478142,,1
157,445,species,Muscovy Duck,Cairina moschata,1,Rio Tuichi,BO-L,25 Sep 2025,L26351746,S275478142,,1
158,34761,species,White-shouldered Tanager,Loriotus luctuosus,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
159,17263,species,White-rumped Sirystes,Sirystes albocinereus,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
160,16442,species,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
161,10499,species,Rufous-tailed Jacamar,Galbula ruficauda,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
162,9579,species,Collared Trogon,Trogon collaris,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
163,4320,species,Reddish Hermit,Phaethornis ruber,1,Madidi Jungle Ecolodge,BO-L,24 Sep 2025,L10094773,S275478077,,1
164,23957,species,Black-capped Donacobius,Donacobius atricapilla,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
165,17392,species,Social Flycatcher,Myiozetetes similis,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
166,17387,species,Rusty-margined Flycatcher,Myiozetetes cayanensis,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
167,11156,species,Yellow-tufted Woodpecker,Melanerpes cruentatus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
168,10316,species,Green Kingfisher,Chloroceryle americana,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
169,9870,species,Amazonian Motmot,Momotus momota,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
170,8421,species,Great Black Hawk,Buteogallus urubitinga,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
171,866,species,White-throated Piping-Guan,Pipile grayi,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
172,189,species,Undulated Tinamou,Crypturellus undulatus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
173,126,species,Great Tinamou,Tinamus major,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275478024,,1
174,17274,species,Grayish Mourner,Rhytipterna simplex,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
175,17232,species,Rufous-tailed Flatbill,Ramphotrigon ruficauda,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
176,16302,species,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
177,15910,species,Purple-throated Fruitcrow,Querula purpurata,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
178,15736,species,Blue-capped Manakin,Lepidothrix coronata,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
179,14814,species,Elegant Woodcreeper,Xiphorhynchus elegans,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
180,13731,species,White-flanked Antwren,Myrmotherula axillaris,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
181,12096,species,Bat Falcon,Falco rufigularis,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
182,11837,species,White-throated Woodpecker,Piculus leucolaemus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
183,11809,species,Cream-colored Woodpecker,Celeus flavus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
184,11553,species,Red-necked Woodpecker,Campephilus rubricollis,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
185,10907,species,Curl-crested Aracari,Pteroglossus beauharnaisii,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
186,10461,species,White-fronted Nunbird,Monasa morphoeus,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
187,10312,species,Amazon Kingfisher,Chloroceryle amazona,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
188,9529,species,Black-tailed Trogon,Trogon melanurus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471942,,1
189,16290,species,Ringed Antpipit,Corythopis torquatus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
190,13926,species,Gray Antbird,Cercomacra cinerascens,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
191,13540,species,Plain-winged Antshrike,Thamnophilus schistaceus,2,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
192,12960,species,Mealy Amazon,Amazona farinosa,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
193,10931,species,White-throated Toucan,Ramphastos tucanus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
